iter	Logloss
491	0.1314035692
492	0.1311592401
493	0.1308810731
494	0.1307148705
495	0.1304876597
496	0.1303329535
497	0.1301696239
498	0.1300069039
499	0.1297625463
500	0.1296271657
501	0.1294662999
502	0.1291641505
503	0.1289455646
504	0.1286894735
505	0.1285126585
506	0.1281684763
507	0.1280454763
508	0.127831023
509	0.1276051413
510	0.127288018
511	0.1270370783
512	0.1268162103
513	0.1266336321
514	0.1264189275
515	0.1262347023
516	0.1261263844
517	0.1259930405
518	0.1257559638
519	0.1256246844
520	0.1254443472
521	0.1252494161
522	0.1251293728
523	0.1250348125
524	0.1247963341
525	0.12465268
526	0.1245252318
527	0.1243576199
528	0.124227924
529	0.1239239973
530	0.1236137487
531	0.1233134984
532	0.1230204676
533	0.1227693348
534	0.1224778224
535	0.1223493546
536	0.1222384038
537	0.1220255407
538	0.1218802246
539	0.1216997169
540	0.1214812903
541	0.1212495587
542	0.1210908516
543	0.1208423959
544	0.1206874331
545	0.1205586744
546	0.1201131918
547	0.1199089963
548	0.1197496242
549	0.1196020717
550	0.1194859232
551	0.1193527401
552	0.1192380157
553	0.1189315609
554	0.1187173148
555	0.1185451231
556	0.1184110402
557	0.1180631271
558	0.1179295319
559	0.1175770337
560	0.1174369692
561	0.1172765074
562	0.1171447791
563	0.1169939482
564	0.1168420283
565	0.1166018019
566	0.1164970114
567	0.1163453427
568	0.1161591593
569	0.1160222775
570	0.1156960858
571	0.1155445637
572	0.1153890707
573	0.1152896672
574	0.1151314313
575	0.11503861
576	0.1149040596
577	0.1147780976
578	0.1146850489
579	0.1144999381
580	0.1143671417
581	0.1141872877
582	0.1140249552
583	0.1139066375
584	0.1136898781
585	0.1135561603
586	0.1133893922
587	0.1132676076
588	0.1131428603
589	0.1129658052
590	0.1127048919
591	0.1125538486
592	0.1122775261
593	0.1121684804
594	0.11195877
595	0.1118272587
596	0.1117168733
597	0.1116250715
598	0.1114557775
599	0.1111988786
600	0.1110090809
601	0.110697213
602	0.1105428853
603	0.1102199113
604	0.1100634609
605	0.1099714459
606	0.1097721773
607	0.1096427349
608	0.1095267584
609	0.1093942276
610	0.1092447595
611	0.1091258561
612	0.1090047754
613	0.1088847441
614	0.1087161958
615	0.1085583608
616	0.1084599065
617	0.1082760882
618	0.108217107
619	0.1080985664
620	0.1079993349
621	0.1079078974
622	0.1077477339
623	0.1076520366
624	0.1074098221
625	0.1072501994
626	0.107004681
627	0.1068779613
628	0.1067174695
629	0.1065833986
630	0.1064498744
631	0.1063905177
632	0.1063205943
633	0.1060579225
634	0.1059461429
635	0.1057969314
636	0.1057298398
637	0.1056607721
638	0.1055834101
639	0.1053926894
640	0.105246977
641	0.1051678684
642	0.1049455882
643	0.1048831371
644	0.1047206198
645	0.104545769
646	0.1043260298
647	0.1041937712
648	0.1039102218
649	0.1037594717
650	0.1036100552
651	0.103450256
652	0.103371413
653	0.1032655664
654	0.1031288955
655	0.1029095212
656	0.1027881398
657	0.1027203526
658	0.1025901981
659	0.1025045462
660	0.102430028
661	0.102365039
662	0.1022477027
663	0.102195555
664	0.1020546102
665	0.1019227563
666	0.1017365901
667	0.1016158452
668	0.101455025
669	0.1012137514
670	0.1010899884
671	0.1009081829
672	0.1007778534
673	0.1007273334
674	0.1006317116
675	0.1004183481
676	0.1003272636
677	0.1002669675
678	0.1001317357
679	0.1000600052
680	0.09987943537
681	0.09973298391
682	0.09959503847
683	0.09947137272
684	0.09935131821
685	0.09914505229
686	0.09893229765
687	0.09883437736
688	0.09872249379
689	0.09858545565
690	0.09844219657
691	0.09830199223
692	0.09821912279
693	0.09806301416
694	0.09799161574
695	0.09787877176
696	0.09772440742
697	0.09763404622
698	0.09756003735
699	0.09743963204
700	0.09725869347
701	0.09711233999
702	0.09690654081
703	0.09675360063
704	0.0965149973
705	0.09642120287
706	0.09626089133
707	0.09605835111
708	0.09593652837
709	0.09587808871
710	0.09575939178
711	0.09560831556
712	0.09547281452
713	0.09540219475
714	0.0952200841
715	0.09509397095
716	0.09487045213
717	0.09472326765
718	0.09465436674
719	0.09451051301
720	0.09433299046
721	0.0942367449
722	0.09420146344
723	0.09402280994
724	0.0938160369
725	0.09376855439
726	0.09361645568
727	0.09341924555
728	0.09327478745
729	0.09307317472
730	0.09288252513
731	0.09277199577
732	0.09266587201
733	0.09254669264
734	0.09230726878
735	0.09223467883
736	0.09212226905
737	0.0920285296
738	0.0919864131
739	0.09187681946
740	0.09169541004
741	0.09150852727
742	0.09140662474
743	0.09123410767
744	0.09101273294
745	0.09087630216
746	0.09079714682
747	0.09060351465
748	0.09050835179
749	0.09040086933
750	0.09031142254
751	0.09023081798
752	0.09013198479
753	0.08990623998
754	0.08981648539
755	0.08958311679
756	0.08947310055
757	0.08934759215
758	0.08928541034
759	0.08916894501
760	0.08910943349
761	0.08893365673
762	0.08886444167
763	0.08879839991
764	0.0887209997
765	0.08864407446
766	0.08859183854
767	0.08842025719
768	0.08828702179
769	0.08817794501
770	0.08803660112
771	0.08797180363
772	0.08790427414
773	0.08773672066
774	0.08769006617
775	0.08755243339
776	0.08748638078
777	0.08740426531
778	0.08719891006
779	0.08706159629
780	0.08694813036
781	0.08689090953
782	0.08681686701
783	0.08678132225
784	0.08671603895
785	0.08664827085
786	0.08653043223
787	0.08647128834
788	0.08634063945
789	0.08619123421
790	0.08609067356
791	0.08603749219
792	0.08594113593
793	0.08580027973
794	0.08566534454
795	0.08556848563
796	0.08541039785
797	0.08532717761
798	0.08518399669
799	0.08507386451
800	0.0850259362
801	0.08487669066
802	0.08472212436
803	0.08464526494
804	0.08451916826
805	0.08442987031
806	0.0842887856
807	0.08423556608
808	0.0841806408
809	0.08401296204
810	0.0838550246
811	0.08377761803
812	0.08372932284
813	0.08362459295
814	0.08355207368
815	0.08340749965
816	0.08327080184
817	0.08318761601
818	0.08304051942
819	0.08298060772
820	0.08293906492
821	0.08285034479
822	0.08277958739
823	0.08271426519
824	0.08255598255
825	0.08243077671
826	0.08230070002
827	0.08211431279
828	0.08205243728
829	0.08200788087
830	0.08191597845
831	0.0818268847
832	0.08167280309
833	0.08162062925
834	0.08150934593
835	0.08137743258
836	0.08129604938
837	0.08121066524
838	0.08116794698
839	0.08109233033
840	0.0810163367
841	0.08091375388
842	0.08085331337
843	0.08067162383
844	0.08049222834
845	0.08044304343
846	0.08035881042
847	0.08025826211
848	0.08010458329
849	0.08005042282
850	0.07995652404
851	0.07982159783
852	0.07974725723
853	0.07970700769
854	0.07959966323
855	0.07943080827
856	0.07937342101
857	0.07927753673
858	0.0791452075
859	0.07907476313
860	0.07897054784
861	0.07884100708
862	0.07871367324
863	0.07865336399
864	0.07857965095
865	0.07845781476
866	0.07839724148
867	0.07831874623
868	0.07821716159
869	0.07809348162
870	0.07792546889
871	0.07783939175
872	0.07767586203
873	0.07759939755
874	0.07743086647
875	0.07731881198
876	0.07718047647
877	0.07714010912
878	0.07705598569
879	0.07695019217
880	0.07685463812
881	0.0767592187
882	0.07664610246
883	0.07655917448
884	0.07650609634
885	0.07642488779
886	0.07636309755
887	0.0762323574
888	0.07599744834
889	0.07593123417
890	0.07588704614
891	0.07576692319
892	0.07565548766
893	0.07561099221
894	0.07550647062
895	0.07545750898
896	0.07529498231
897	0.07524527568
898	0.07509935491
899	0.07498632394
900	0.07489817563
901	0.07480760126
902	0.07473847932
903	0.07459122789
904	0.07445009942
905	0.07436871809
906	0.0742758908
907	0.07424385819
908	0.07415031059
909	0.07402164571
910	0.07394617193
911	0.07388060252
912	0.07379327587
913	0.07373771368
914	0.0736414599
915	0.07353817622
916	0.07339494219
917	0.07332718494
918	0.07313434937
919	0.07301538954
920	0.07289662903
921	0.07285519619
922	0.07277597764
923	0.07270732992
924	0.07252794902
925	0.07243760913
926	0.07232292026
927	0.07225336262
928	0.07214814055
929	0.07211323981
930	0.07200321871
931	0.07187060487
932	0.07175236197
933	0.07165302164
934	0.07156036078
935	0.07149748821
936	0.07139750574
937	0.07134516249
938	0.0712099281
939	0.0711314164
940	0.07107356539
941	0.07104247972
942	0.07096730101
943	0.07083465427
944	0.0707244413
945	0.07062599855
946	0.07052002252
947	0.07045993132
948	0.07037233502
949	0.07034395891
950	0.0702377712
951	0.07015378279
952	0.0700221417
953	0.06994892382
954	0.06982302797
955	0.06973572825
956	0.06960786969
957	0.06953001284
958	0.0694368426
959	0.06936878279
960	0.06930390564
961	0.06921376397
962	0.0691193891
963	0.06905191235
964	0.0689682407
965	0.0688998357
966	0.06884897344
967	0.06876939512
968	0.06862212499
969	0.06858940125
970	0.06852672053
971	0.06845111211
972	0.06832958558
973	0.06817057553
974	0.06807191886
975	0.06798880409
976	0.06788746927
977	0.06778605779
978	0.06769665886
979	0.06764782176
980	0.06749370949
981	0.06740735895
982	0.06737905577
983	0.06729837679
984	0.06725886588
985	0.06715997621
986	0.06708131117
987	0.06697458791
988	0.06689279444
989	0.06677672928
990	0.0666355507
991	0.06654315687
992	0.0664678166
993	0.06642664704
994	0.06634239197
995	0.06623112061
996	0.06618721494
997	0.06609227386
998	0.06592245626
999	0.06579164206
